time,address,agent,price,link
7/5/2023 9:04,"Doneely, Merton Road, , Rathmines, Dublin 6",Joe Beirne,"€1,585,000",https://www.myhome.ie/residential/brochure/doneely-merton-road-rathmines-dublin-6/4691819
7/5/2023 9:04,"16 Moylaragh Grove, Balbriggan, Dublin",Hazel  Murray,"€285,000",https://www.myhome.ie/residential/brochure/16-moylaragh-grove-balbriggan-dublin/4710609
7/5/2023 9:04,"Streamstown, Peterswell, Gort, Galway",Pat Callanan,"€385,000",https://www.myhome.ie/residential/brochure/streamstown-peterswell-gort-galway/4715758
7/5/2023 9:04,"Apartment 49 The Fairways, Seabrook Manor, Portmarnock, Dublin 13, Dublin",Isabelle Crean,"Guide Price €375,000",https://www.myhome.ie/residential/brochure/apartment-49-the-fairways-seabrook-manor-portmarnock-dublin-13-dublin/4715760
7/5/2023 9:04,"3 The Moorings, Chapelizod, Dublin 20, County Dublin",Patricia Casey,"€365,000",https://www.myhome.ie/residential/brochure/3-the-moorings-chapelizod-dublin-20-county-dublin/4706255
7/5/2023 9:04,"9 Derheen, Thurles, Co. Tipperary",Jonathan Gleeson,"€175,000",https://www.myhome.ie/residential/brochure/9-derheen-thurles-co-tipperary/4715757
7/5/2023 9:04,"172 Boireann Bheag, Roscam, Co. Galway",Hugh O'Donnellan,"€275,000",https://www.myhome.ie/residential/brochure/172-boireann-bheag-roscam-co-galway/4715756
7/5/2023 9:04,"11 Rowe Street Lower, Wexford Town, Wexford",Kehoe & Associates,"€240,000",https://www.myhome.ie/residential/brochure/11-rowe-street-lower-wexford-town-wexford/4715752
7/5/2023 9:04,"66 Garran Ard, Doughiska, Co. Galway",Jamie Costello,"€245,000",https://www.myhome.ie/residential/brochure/66-garran-ard-doughiska-co-galway/4715755
7/5/2023 9:04,"3 Craughwell Village, Craughwell, Co. Galway",Emma  Carpenter,"€599,000",https://www.myhome.ie/residential/brochure/3-craughwell-village-craughwell-co-galway/4715754
7/5/2023 9:04,"16 Ashgrove Lawn, Carrigaline, Cork",Roy Dennehy,"€300,000",https://www.myhome.ie/residential/brochure/16-ashgrove-lawn-carrigaline-cork/4713500
7/5/2023 9:04,"1 Hunters Hall, Hunters Wood, Ballycullen",Marc Browne,"€285,000",https://www.myhome.ie/residential/brochure/1-hunters-hall-hunters-wood-ballycullen/4715750
7/5/2023 9:04,"30 Sullane Crescent, Raheen, County Limerick",John O`Connell,"€280,000",https://www.myhome.ie/residential/brochure/30-sullane-crescent-raheen-county-limerick/4715749
7/5/2023 9:04,"Gort Na Mona, 131 Upper Glenageary Rd, Glenageary, County Dublin",Patricia Casey,"€1,675,000",https://www.myhome.ie/residential/brochure/gort-na-mona-131-upper-glenageary-rd-glenageary-county-dublin/4685427
7/5/2023 9:04,"""Ardglass"", Derrybrisk, Dromahair, Leitrim",Sean O'Boyle Auctioneers and Valuers Ltd.,"€320,000",https://www.myhome.ie/residential/brochure/ardglass-derrybrisk-dromahair-leitrim/4715746
7/5/2023 9:04,"32 Ashford Estate, The Lough, Cork",Joe  McCarthy M.I.P.A.V (TRV) MMCEPI,"€365,000",https://www.myhome.ie/residential/brochure/32-ashford-estate-the-lough-cork/4715735
7/5/2023 9:04,"10 Oak Grove,  Clonbalt Wood,, Longford, Longford",Sean McRedmond,"€275,000",https://www.myhome.ie/residential/brochure/10-oak-grove-clonbalt-wood-longford-longford/4715688
7/5/2023 9:04,"Apt. No. 17 Block A Glencove, Dunmore Road, Waterford",DNG Reid & Coppinger,"€325,000",https://www.myhome.ie/residential/brochure/apt-no-17-block-a-glencove-dunmore-road-waterford/4715737
7/5/2023 9:04,"The Willows, Ballinacurra Road, Limerick, County Limerick",Tom Crosse,"€365,000",https://www.myhome.ie/residential/brochure/the-willows-ballinacurra-road-limerick-county-limerick/4715744
7/5/2023 9:04,"1 The Hill, Clon Brugh,, Sandyford, Dublin 18",Ivan  Tuite,"€345,000",https://www.myhome.ie/residential/brochure/1-the-hill-clon-brugh-sandyford-dublin-18/4715703
7/5/2023 9:04,"25 Parklands Rise, Maynooth, Co. Kildare",Sherry FitzGerald Brady O'Flaherty,"€595,000",https://www.myhome.ie/residential/brochure/25-parklands-rise-maynooth-co-kildare/4715740
7/5/2023 9:04,"23 Carrs Mill , Donabate,   County Dublin",Doug Robertson,"€425,000",https://www.myhome.ie/residential/brochure/23-carrs-mill-donabate-county-dublin/4713341
7/5/2023 9:04,"Cambridge House, 15 Cambridge Road, Rathmines, Dublin 6, County Dublin",Peter Kenny,"€3,500,000",https://www.myhome.ie/residential/brochure/cambridge-house-15-cambridge-road-rathmines-dublin-6-county-dublin/4715739
7/5/2023 9:04,"10 The Green, Castle Farm, Naas, Co. Kildare",Padraig Broe,"€430,000",https://www.myhome.ie/residential/brochure/10-the-green-castle-farm-naas-co-kildare/4712525
7/5/2023 9:04,"54 Kevinsfort Heath, Sligo City, Sligo",Tommy Breheny,"€459,000",https://www.myhome.ie/residential/brochure/54-kevinsfort-heath-sligo-city-sligo/4715699
7/5/2023 9:04,"8 Millmount Grove, Dundrum Road, Windy Arbour, Dublin 14",Brian O'Connor,"€395,000",https://www.myhome.ie/residential/brochure/8-millmount-grove-dundrum-road-windy-arbour-dublin-14/4715724
7/5/2023 9:04,"35 The Rise, Malahide,   County Dublin",Kevin Flanigan,"€1,890,000",https://www.myhome.ie/residential/brochure/35-the-rise-malahide-county-dublin/4675117
7/5/2023 9:04,"6 Jamestown Cottages, Enniskerry Road, Kilternan, Dublin 18",Colm  Quaid,"€695,000",https://www.myhome.ie/residential/brochure/6-jamestown-cottages-enniskerry-road-kilternan-dublin-18/4705520
7/5/2023 9:04,"Orchard Lane, Ardcavan, Wexford Town, Wexford",Keane Auctioneers,"€445,000",https://www.myhome.ie/residential/brochure/orchard-lane-ardcavan-wexford-town-wexford/4715727
7/5/2023 9:04,"St. Michael's, 13 Mayfield Park, Mayfield, Cork",Michael Downey,"€295,000",https://www.myhome.ie/residential/brochure/st-michael-s-13-mayfield-park-mayfield-cork/4708919
7/5/2023 9:04,"32 Larchfield, Bridgemount, Carrigaline, Cork",Michael Downey,"€290,000",https://www.myhome.ie/residential/brochure/32-larchfield-bridgemount-carrigaline-cork/4697830
7/5/2023 9:04,"28 & 28A Lisnennan Court, Letterkenny, Donegal",REA McElhinney,"AMV €110,000",https://www.myhome.ie/residential/brochure/28-28a-lisnennan-court-letterkenny-donegal/4715731
7/5/2023 9:04,"9 Norabrook, Howth Road, Clontarf,   Dublin 3",John Hamill,"€1,200,000",https://www.myhome.ie/residential/brochure/9-norabrook-howth-road-clontarf-dublin-3/4715698
7/5/2023 9:04,"6 Monastery Gate Close, Clondalkin, Dublin 22",Ray Cooke Auctioneers,"€290,000",https://www.myhome.ie/residential/brochure/6-monastery-gate-close-clondalkin-dublin-22/4715725
7/5/2023 9:04,"61 Rathborne Avenue, Ashtown, Dublin",Graham Buckley,"€280,000",https://www.myhome.ie/residential/brochure/61-rathborne-avenue-ashtown-dublin/4715709
7/5/2023 9:04,"2 The Beeches, Dunstaffnage Hall, Stillorgan, Co. Dublin",Sherry FitzGerald Dundrum,"€450,000",https://www.myhome.ie/residential/brochure/2-the-beeches-dunstaffnage-hall-stillorgan-co-dublin/4715720
7/5/2023 9:04,"55 Garrai Glas, Athenry, County Galway",Tara McNamara,"€290,000",https://www.myhome.ie/residential/brochure/55-garrai-glas-athenry-county-galway/4715718
7/5/2023 9:04,"St Ann's, Killiney Hill Road, Killiney, Co. Dublin",Rosie Mulvany,"€7,500,000",https://www.myhome.ie/residential/brochure/st-ann-s-killiney-hill-road-killiney-co-dublin/4588828
7/5/2023 9:04,"38 St Mochta's Green, Clonsilla,   Dublin 15",Shane Hanevy MIPAV MMCEPI,"€375,000",https://www.myhome.ie/residential/brochure/38-st-mochta-s-green-clonsilla-dublin-15/4715693
7/5/2023 9:04,"243 Hampton Square, D07, Navan Road, Dublin 7",Hooke & MacDonald,"€350,000",https://www.myhome.ie/residential/brochure/243-hampton-square-d07-navan-road-dublin-7/4715712
7/5/2023 9:04,"Apartment 406 Riverdell, Haymarket, Carlow Town, Carlow",Derry Maher,"€180,000",https://www.myhome.ie/residential/brochure/apartment-406-riverdell-haymarket-carlow-town-carlow/4715702
7/5/2023 9:05,"Main St, Emly, Tipperary",DNG Liam O'Grady,"€140,000",https://www.myhome.ie/residential/brochure/main-st-emly-tipperary/4715708
7/5/2023 9:05,"25 The Garden House, Waterfall Avenue, Drumcondra, Dublin 3",Owen Reilly,"€270,000",https://www.myhome.ie/residential/brochure/25-the-garden-house-waterfall-avenue-drumcondra-dublin-3/4715707
7/5/2023 9:05,"Tullabards Great, Kilmore Village, Wexford",John Keane M.I.P.A.V. Auctioneer & Valuer,"€160,000",https://www.myhome.ie/residential/brochure/tullabards-great-kilmore-village-wexford/4715706
7/5/2023 9:05,"45 Braemor Road, Churchtown, Dublin 14",Beirne & Wise (Churchtown),"€1,100,000",https://www.myhome.ie/residential/brochure/45-braemor-road-churchtown-dublin-14/4714204
7/5/2023 9:05,"Roxborough, Kilchreest, Loughrea, Galway",Brian MacMahon,"€290,000",https://www.myhome.ie/residential/brochure/roxborough-kilchreest-loughrea-galway/4715685
7/5/2023 9:05,"31 The Medows, Bridge Road, , Listowel, Kerry",Youbid.ie,"AMV €145,000",https://www.myhome.ie/residential/brochure/31-the-medows-bridge-road-listowel-kerry/4715467
7/5/2023 9:05,"32 The Meadows, Bridge Road, , Listowel, Kerry",Youbid.ie,"AMV €145,000",https://www.myhome.ie/residential/brochure/32-the-meadows-bridge-road-listowel-kerry/4715468
7/5/2023 9:05,"32 The Meadows, Brigde Road, Listowel, County Kerry",O'Connor Murphy,"AMV €145,000",https://www.myhome.ie/residential/brochure/32-the-meadows-brigde-road-listowel-county-kerry/4715701
7/5/2023 9:05,"31 The Meadows, Brigde Road, Listowel, County Kerry",O'Connor Murphy,"AMV €145,000",https://www.myhome.ie/residential/brochure/31-the-meadows-brigde-road-listowel-county-kerry/4715700
7/5/2023 9:05,"13 Greenridge Court, Blanchardstown, Dublin 15",Duffy Auctioneers MIPAV Sale and Letting Agent,"€285,000",https://www.myhome.ie/residential/brochure/13-greenridge-court-blanchardstown-dublin-15/4713629
7/5/2023 9:05,"8 AVONDALE AVENUE, Phibsboro, Dublin 7",Ronan Crinion,"€300,000",https://www.myhome.ie/residential/brochure/8-avondale-avenue-phibsboro-dublin-7/4524296
7/5/2023 9:05,"37 The Millennium Tower, Charlotte Quay Dock, Grand Canal Dk, Dublin 4",Owen Reilly  Sales,"€625,000",https://www.myhome.ie/residential/brochure/37-the-millennium-tower-charlotte-quay-dock-grand-canal-dk-dublin-4/4715689
7/5/2023 9:05,"Burrow Road, Portrane, Donabate, County Dublin",Deirdre Kervick,"€725,000",https://www.myhome.ie/residential/brochure/burrow-road-portrane-donabate-county-dublin/4703905
7/5/2023 9:05,"Uggool, Moycullen, Galway",Heskin & Company Limited,"€160,000",https://www.myhome.ie/residential/brochure/uggool-moycullen-galway/4715691
7/5/2023 9:05,"1 Kenilworth Manor, Harold's Cross Road, Harold's Cross, Dublin 6w",Orla Buckley,"€275,000",https://www.myhome.ie/residential/brochure/1-kenilworth-manor-harold-s-cross-road-harold-s-cross-dublin-6w/4715694
7/5/2023 9:05,"St. Anthony's, 17 Beaumont Avenue, Ballintemple, Cork., Ballintemple, Cork",Timothy Sullivan,"€550,000",https://www.myhome.ie/residential/brochure/st-anthony-s-17-beaumont-avenue-ballintemple-cork-ballintemple-cork/4715635
7/5/2023 9:05,"101 Whatley Hall, Archerswood, Clonee, Dublin 15",Alan  Redmond FIPAV MCEI,"€265,000",https://www.myhome.ie/residential/brochure/101-whatley-hall-archerswood-clonee-dublin-15/4715652
7/5/2023 9:05,"2 Glenmore Road, Cabra, Dublin 7",Northside Sales,"€445,000",https://www.myhome.ie/residential/brochure/2-glenmore-road-cabra-dublin-7/4715686
7/5/2023 9:05,"Villa Maria, Cudville, Nenagh, Co. Tipperary",William Talbot,"€275,000",https://www.myhome.ie/residential/brochure/villa-maria-cudville-nenagh-co-tipperary/4715684
7/5/2023 9:05,"Dirtane, Ballyheigue, Kerry",McQuinn Property Services Ltd,"€275,000",https://www.myhome.ie/residential/brochure/dirtane-ballyheigue-kerry/4715680
7/5/2023 9:05,"Whigsborough, Birr, Offaly",Heffernan Auctioneers,"AMV €190,000",https://www.myhome.ie/residential/brochure/whigsborough-birr-offaly/4715671
7/5/2023 9:05,"15 St Mochtas Vale, Clonsilla, Dublin 15, County Dublin",Christina  Wilson,"€385,950",https://www.myhome.ie/residential/brochure/15-st-mochtas-vale-clonsilla-dublin-15-county-dublin/4715678
7/5/2023 9:05,"6 Alexandra Court, Alexandra Road, St. Luke's Cross, Cork City, Cork",Cork Office,"€375,000",https://www.myhome.ie/residential/brochure/6-alexandra-court-alexandra-road-st-luke-s-cross-cork-city-cork/4715674
7/5/2023 9:05,"128 Cabra Park, Dublin 7",Vincent Mullen,"€800,000",https://www.myhome.ie/residential/brochure/128-cabra-park-dublin-7/4715676
7/5/2023 9:05,"17 Hillcrest Manor , Templeogue Manor, Templeogue, Dublin",Dublin  Office,"€295,000",https://www.myhome.ie/residential/brochure/17-hillcrest-manor-templeogue-manor-templeogue-dublin/4713662
7/5/2023 9:05,"1 Elsmore Walk, Naas, Co. Kildare",Padraig Broe,"€475,000",https://www.myhome.ie/residential/brochure/1-elsmore-walk-naas-co-kildare/4714694
7/5/2023 9:05,"51 Glengarriff Parade, Phibsborough, Dublin 7",PropertyTeam Lappin Estates,"€525,000",https://www.myhome.ie/residential/brochure/51-glengarriff-parade-phibsborough-dublin-7/4715670
7/5/2023 9:05,"12 Dundrum Court, Dundrum Castle, Ballinteer Road, Dundrum, Dublin 16, County Dublin",Sean Mason,"€295,000",https://www.myhome.ie/residential/brochure/12-dundrum-court-dundrum-castle-ballinteer-road-dundrum-dublin-16-county-dublin/4681651
7/5/2023 9:05,"Castlepark, Kinsale, County Cork",Sinead  Sinnott,"€545,000",https://www.myhome.ie/residential/brochure/castlepark-kinsale-county-cork/4715668
7/5/2023 9:05,"11 Poplar Grove, Corban's Lane, Naas, Co. Kildare",Padraig Broe,"€220,000",https://www.myhome.ie/residential/brochure/11-poplar-grove-corban-s-lane-naas-co-kildare/4703540
7/5/2023 9:05,"19 Cherry Drive, Delgany, Co. Wicklow",Barbara Lennox,"€550,000",https://www.myhome.ie/residential/brochure/19-cherry-drive-delgany-co-wicklow/4689637
7/5/2023 9:05,"32 Derrycoris Drive., Edenderry, Offaly",John  Kelly MIPAV REV MCEI,"€249,000",https://www.myhome.ie/residential/brochure/32-derrycoris-drive-edenderry-offaly/4715656
7/5/2023 9:05,"5 Parkside Heath, Balgriffin, Dublin 13",David Tobin,"€495,000",https://www.myhome.ie/residential/brochure/5-parkside-heath-balgriffin-dublin-13/4713932
7/5/2023 9:05,"12 The Cloisters, Oldcastle Road, Kells, Co. Meath, Kells, Meath",Laura  Mullen,"€270,000",https://www.myhome.ie/residential/brochure/12-the-cloisters-oldcastle-road-kells-co-meath-kells-meath/4715658
7/5/2023 9:05,"23 Watersedge, Oldtown Demesne, Naas, Co. Kildare",Cathal O'Reilly,"€270,000",https://www.myhome.ie/residential/brochure/23-watersedge-oldtown-demesne-naas-co-kildare/4710545
7/5/2023 9:05,"40 Blueberry Fields , Broomfield Village, Midleton, Cork",Cork Office,"€265,000",https://www.myhome.ie/residential/brochure/40-blueberry-fields-broomfield-village-midleton-cork/4713616
7/5/2023 9:05,"9 Harbour View Terrace, South Circular Road, Co. Limerick",M & C Property,"€450,000",https://www.myhome.ie/residential/brochure/9-harbour-view-terrace-south-circular-road-co-limerick/4715661
7/5/2023 9:05,"37 Abbey Square, Mungret Gate, Mungret, Limerick",Sean McGee,"€375,000",https://www.myhome.ie/residential/brochure/37-abbey-square-mungret-gate-mungret-limerick/4715660
7/5/2023 9:05,"4 Bed Semi-Detached Homes, Stonehaven, Blessington Road, Naas, Kildare",Knight Frank,"€520,000",https://www.myhome.ie/residential/brochure/4-bed-semi-detached-homes-stonehaven-blessington-road-naas-kildare/4701117
7/5/2023 9:05,"67 Bun A Chnoic, Rahoon, Co. Galway",Kirrane Auctioneering,"€365,000",https://www.myhome.ie/residential/brochure/67-bun-a-chnoic-rahoon-co-galway/4715657
7/5/2023 9:05,"17a Riverside Drive, Castle Park, Rathfarnham, Dublin 14",Will Moore,"€795,000",https://www.myhome.ie/residential/brochure/17a-riverside-drive-castle-park-rathfarnham-dublin-14/4708380
7/5/2023 9:05,"30 Hillside Drive, Rathfarnham, Dublin 14",Will Moore,"€900,000",https://www.myhome.ie/residential/brochure/30-hillside-drive-rathfarnham-dublin-14/4647045
7/5/2023 9:05,"17 Prospect, Rathfarnham, Dublin 16",Jamie Douglas,"€495,000",https://www.myhome.ie/residential/brochure/17-prospect-rathfarnham-dublin-16/4715305
7/5/2023 9:05,"22 Seatown Terrace, Swords, Co. Dublin",Matthew Kenton,"€350,000",https://www.myhome.ie/residential/brochure/22-seatown-terrace-swords-co-dublin/4710762
7/5/2023 9:05,"Apartment 1 Block B, Maryfield Court, Naas, Co. Kildare",DNG Doyle,"€250,000",https://www.myhome.ie/residential/brochure/apartment-1-block-b-maryfield-court-naas-co-kildare/4715654
7/5/2023 9:05,"""Tumbledown Cottage"", Barntown, Wexford",John Keane M.I.P.A.V. Auctioneer & Valuer,"€385,000",https://www.myhome.ie/residential/brochure/tumbledown-cottage-barntown-wexford/4715649
7/5/2023 9:05,"4 Killarney Parade, Phibsborough, Dublin 7",PropertyTeam Lappin Estates,"€625,000",https://www.myhome.ie/residential/brochure/4-killarney-parade-phibsborough-dublin-7/4715651
7/5/2023 9:05,"Apartment 20, Block C2, George's Court, Balbriggan, County Dublin",Siobhain Tuckey,"€200,000",https://www.myhome.ie/residential/brochure/apartment-20-block-c2-george-s-court-balbriggan-county-dublin/4706084
7/5/2023 9:05,"3 Ardeevin Court, Lucan, Dublin",REA McDonald,"€695,000",https://www.myhome.ie/residential/brochure/3-ardeevin-court-lucan-dublin/4715647
7/5/2023 9:05,"Huntsman House, Jigginstown, Naas, Co. Kildare",Sherry FitzGerald O'Reilly (Naas),"€1,250,000",https://www.myhome.ie/residential/brochure/huntsman-house-jigginstown-naas-co-kildare/4709610
7/5/2023 9:05,"29 Dunsink Road, Finglas, Dublin 11",Harry Angel,"€240,000",https://www.myhome.ie/residential/brochure/29-dunsink-road-finglas-dublin-11/4715646
7/5/2023 9:05,"10 Gorey Hill, Gorey, Wexford","Victor Lambert MIPAV, TRV, BSc","€245,000",https://www.myhome.ie/residential/brochure/10-gorey-hill-gorey-wexford/4715644
7/5/2023 9:05,"3 Bedroom Semi-Detached, Ballymakenny Park, Drogheda, Co. Louth",Angela McCabe,"€375,000",https://www.myhome.ie/residential/brochure/3-bedroom-semi-detached-ballymakenny-park-drogheda-co-louth/4669079
7/5/2023 9:05,"32 Temple Manor Grove, Walkinstown, Dublin 12, County Dublin",Sineád Beggan,"€525,000",https://www.myhome.ie/residential/brochure/32-temple-manor-grove-walkinstown-dublin-12-county-dublin/4715643
7/5/2023 9:05,"11 Kilmacud Park, Stillorgan, Co. Dublin",Brian Dempsey,"€645,000",https://www.myhome.ie/residential/brochure/11-kilmacud-park-stillorgan-co-dublin/4609981
7/5/2023 9:05,"43 Watermill Drive, Raheny, Dublin 5",David Tobin,"€525,000",https://www.myhome.ie/residential/brochure/43-watermill-drive-raheny-dublin-5/4714585
7/5/2023 9:05,"Cnoc na Ri, Kingscourt, Cavan",Charlotte Lynch,"€250,000",https://www.myhome.ie/residential/brochure/cnoc-na-ri-kingscourt-cavan/4708548
7/5/2023 9:05,"18 Fern Grove, Forest Hill, Carrigaline, Cork",Dan Howard M.I.P.A.V. TRV MMCEPI,"€450,000",https://www.myhome.ie/residential/brochure/18-fern-grove-forest-hill-carrigaline-cork/4715475
7/5/2023 9:05,"12 Seamount View, Swords, County Dublin",Brophy Estates,"€475,000",https://www.myhome.ie/residential/brochure/12-seamount-view-swords-county-dublin/4715639
